file,symbol,duplicate_of,referenced_by,type,severity,category
shared\core\factory.py,function register,services\gateway\providers\registry.py,module definition,module,medium,backend
shared\core\retry_logic.py,class CircuitState,services\gateway\resilience\circuit_breaker.py,module definition,module,medium,backend
shared\core\connection_pool.py,class CircuitBreaker,services\gateway\resilience\circuit_breaker.py,module definition,module,medium,backend
shared\core\error_handler.py,class CircuitBreaker,services\gateway\resilience\circuit_breaker.py,module definition,module,medium,backend
shared\core\retry_logic.py,class CircuitBreaker,services\gateway\resilience\circuit_breaker.py,module definition,module,medium,backend
shared\vectorstores\connection_manager.py,function get_status,services\gateway\resilience\circuit_breaker.py,module definition,module,medium,backend
services\feeds\providers\guardian_provider.py,function _normalize_article,services\feeds\providers\gdelt_provider.py,module definition,module,medium,backend
services\feeds\providers\hn_algolia_provider.py,function _normalize_article,services\feeds\providers\gdelt_provider.py,module definition,module,medium,backend
services\feeds\providers\news_providers.py,function _normalize_article,services\feeds\providers\gdelt_provider.py,module definition,module,medium,backend
services\feeds\providers\sec_edgar_provider.py,function _extract_tickers,services\feeds\providers\markets_providers.py,module definition,module,medium,backend
services\feeds\providers\stooq_provider.py,function _extract_tickers,services\feeds\providers\markets_providers.py,module definition,module,medium,backend
services\feeds\providers\stooq_provider.py,function _normalize_market_data,services\feeds\providers\sec_edgar_provider.py,module definition,module,medium,backend
shared\core\cache\cache_metrics.py,function reset_metrics,services\analytics\metrics\knowledge_platform_metrics.py,module definition,module,medium,backend
shared\core\observer.py,function __new__,services\analytics\metrics\knowledge_platform_metrics.py,module definition,module,medium,backend
shared\core\services\arangodb_service.py,function __new__,services\analytics\metrics\knowledge_platform_metrics.py,module definition,module,medium,backend
shared\core\services\vector_singleton_service.py,function __new__,services\analytics\metrics\knowledge_platform_metrics.py,module definition,module,medium,backend
shared\core\services\vector_singleton_service.py,function __new__,services\analytics\metrics\knowledge_platform_metrics.py,module definition,module,medium,backend
shared\core\agents\common_validators.py,class ValidationResult,shared\ci\provider_key_validator.py,module definition,module,medium,backend
shared\core\utilities\validation_utilities.py,class ValidationResult,shared\ci\provider_key_validator.py,module definition,module,medium,backend
shared\core\system_health.py,function _determine_overall_status,shared\ci\provider_key_validator.py,module definition,module,medium,backend
shared\core\api\unified_models.py,class VectorSearchResponse,shared\contracts\query.py,module definition,module,medium,backend
shared\core\prompt_templates.py,class PromptTemplate,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\factory.py,class AgentFactory,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\prompt_templates.py,function format,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\unified_logging.py,function format,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\prompt_templates.py,function validate_variables,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\prompt_templates.py,function _load_default_templates,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\prompt_templates.py,function get_template,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\prompt_templates.py,function add_template,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\prompt_templates.py,function list_templates,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\agents\synthesis_agent.py,function _calculate_synthesis_confidence,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\agents\synthesis_agent.py,function _fallback_synthesis,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\agents\factcheck_agent.py,function _extract_claims_from_text,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\agents\factcheck_agent.py,function _is_factual_statement,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\agents\factcheck_agent.py,function _filter_verified_facts,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\agents\factcheck_agent.py,function _calculate_verification_confidence,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\factory.py,function create_agent,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\factory.py,function create_agent,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\factory.py,function create_agent,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\factory.py,function create_agent,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\factory.py,function create_agent,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\factory.py,function create_agent,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\factory.py,function create_agent,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\factory.py,function create_agent,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\factory.py,function list_supported_types,shared\core\agent_pattern.py,module definition,module,medium,backend
shared\core\app_factory.py,function labels,shared\core\api\monitoring.py,module definition,module,medium,backend
shared\core\app_factory.py,function inc,shared\core\api\monitoring.py,module definition,module,medium,backend
shared\core\base_agent.py,class MessageType,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\socket_io_manager.py,class MessageType,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\base_agent.py,class AgentMessage,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\base_agent.py,class BaseAgent,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\base_agent.py,function message_queue,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\base_agent.py,function _create_control_response,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\base_agent.py,function _create_result_message,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\base_agent.py,function _create_error_message,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\base_agent.py,function _create_heartbeat_response,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\base_agent.py,function get_health_status,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\vector_database.py,function get_health_status,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\vector_database.py,function get_health_status,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\vector_database.py,function get_health_status,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\services\multi_lane_orchestrator.py,function get_health_status,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\services\vector_singleton_service.py,function get_health_status,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\services\vector_singleton_service.py,function get_health_status,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\base_agent.py,function record_metric,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\services\performance_monitor.py,function record_metric,shared\core\agents\base_agent.py,module definition,module,medium,backend
shared\core\cache.py,function get_settings,shared\core\api\config.py,module definition,module,medium,backend
shared\core\cache\cache_manager.py,class CacheStats,shared\core\cache.py,module definition,module,medium,backend
shared\core\cache\cache_config.py,class CacheBackend,shared\core\cache.py,module definition,module,medium,backend
shared\core\cache\cache_manager.py,function hit_rate,shared\core\cache.py,module definition,module,medium,backend
shared\core\cache\cache_metrics.py,function hit_rate,shared\core\cache.py,module definition,module,medium,backend
shared\core\services\enhanced_router_service.py,function success_rate,shared\core\connection_pool.py,module definition,module,medium,backend
shared\core\performance.py,function p95_response_time,shared\core\connection_pool.py,module definition,module,medium,backend
shared\core\error_handler.py,function can_execute,shared\core\connection_pool.py,module definition,module,medium,backend
shared\core\interfaces.py,function can_execute,shared\core\connection_pool.py,module definition,module,medium,backend
shared\core\database\connection.py,function get_pool_stats,shared\core\connection_pool.py,module definition,module,medium,backend
shared\core\interfaces.py,class Repository,shared\core\database.py,module definition,module,medium,backend
shared\core\repository.py,function get_repository,shared\core\database.py,module definition,module,medium,backend
shared\core\data_models.py,class VerifiedFactModel,shared\core\agents\factcheck_agent.py,module definition,module,medium,backend
shared\core\data_models.py,class SynthesisResult,shared\core\agents\synthesis_agent.py,module definition,module,medium,backend
shared\core\middleware\rate_limiter.py,class RateLimitExceeded,shared\core\decorator.py,module definition,module,medium,backend
shared\core\decorator.py,function get_cache_stats,shared\core\cache\cached_agents.py,module definition,module,medium,backend
shared\embeddings\model_cache.py,function get_cache_stats,shared\core\cache\cached_agents.py,module definition,module,medium,backend
shared\core\cache\cached_retrieval_agent.py,function get_cache_stats,shared\core\cache\cached_agents.py,module definition,module,medium,backend
shared\core\factory.py,function build,shared\core\decorator.py,module definition,module,medium,backend
shared\core\interfaces.py,function build,shared\core\decorator.py,module definition,module,medium,backend
shared\core\error_handling.py,class ErrorSeverity,shared\core\error_handler.py,module definition,module,medium,backend
shared\core\error_handling.py,class ErrorCategory,shared\core\error_handler.py,module definition,module,medium,backend
shared\core\error_handler.py,class ErrorResponse,shared\core\api\api_responses.py,module definition,module,medium,backend
shared\core\api\unified_models.py,class ErrorResponse,shared\core\api\api_responses.py,module definition,module,medium,backend
shared\core\error_handling.py,class ErrorHandler,shared\core\error_handler.py,module definition,module,medium,backend
shared\core\error_handling.py,function _check_alerts,shared\core\error_handler.py,module definition,module,medium,backend
shared\core\performance.py,function _check_alerts,shared\core\error_handler.py,module definition,module,medium,backend
shared\core\services\performance_monitor.py,function _check_alerts,shared\core\error_handler.py,module definition,module,medium,backend
shared\core\error_handling.py,class AuthenticationError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class AuthenticationError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\error_handling.py,class ValidationError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class ValidationError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\error_handling.py,class DatabaseError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class DatabaseError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\services\citations_service.py,function detect_disagreements,shared\core\evidence_quality_validator.py,module definition,module,medium,backend
shared\core\factory.py,function validate_config,shared\core\api\config.py,module definition,module,medium,backend
shared\core\factory.py,function validate_config,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function validate_config,shared\core\api\config.py,module definition,module,medium,backend
shared\core\factory.py,function get_instance,shared\core\cache\cache_manager.py,module definition,module,medium,backend
shared\core\interfaces.py,function reset,shared\core\factory.py,module definition,module,medium,backend
shared\core\observer.py,function can_handle,shared\core\interfaces.py,module definition,module,medium,backend
shared\core\observer.py,function can_handle,shared\core\interfaces.py,module definition,module,medium,backend
shared\core\observer.py,function can_handle,shared\core\interfaces.py,module definition,module,medium,backend
shared\core\observer.py,function can_handle,shared\core\interfaces.py,module definition,module,medium,backend
shared\core\observer.py,function can_handle,shared\core\interfaces.py,module definition,module,medium,backend
shared\core\observer.py,function attach,shared\core\interfaces.py,module definition,module,medium,backend
shared\core\observer.py,function detach,shared\core\interfaces.py,module definition,module,medium,backend
shared\core\logging_config.py,function get_logger,shared\core\logging\structured_logger.py,module definition,module,medium,backend
shared\core\unified_logging.py,function get_logger,shared\core\logging\structured_logger.py,module definition,module,medium,backend
shared\core\unified_logging.py,function get_logger,shared\core\logging\structured_logger.py,module definition,module,medium,backend
shared\core\logging_config.py,function _mask_sensitive_data,shared\core\logging\structured_logger.py,module definition,module,medium,backend
shared\core\utilities\timing_utilities.py,function start_timer,shared\core\logging_config.py,module definition,module,medium,backend
shared\core\utilities\timing_utilities.py,function start_timer,shared\core\logging_config.py,module definition,module,medium,backend
shared\core\logging_configuration_manager.py,class LogLevel,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,class LogLevel,shared\core\api\config.py,module definition,module,medium,backend
shared\core\performance.py,function start_monitoring,shared\core\logging_configuration_manager.py,module definition,module,medium,backend
shared\core\performance.py,function stop_monitoring,shared\core\logging_configuration_manager.py,module definition,module,medium,backend
shared\core\services\multi_lane_orchestrator.py,class LaneBudget,shared\core\metrics_tracer.py,module definition,module,medium,backend
shared\core\performance_optimizer.py,function get_performance_summary,shared\core\performance.py,module definition,module,medium,backend
shared\core\services\performance_monitor.py,function get_performance_summary,shared\core\performance.py,module definition,module,medium,backend
shared\core\services\performance_monitor.py,function get_performance_summary,shared\core\performance.py,module definition,module,medium,backend
shared\core\services\llm_cost_optimizer.py,function get_optimization_recommendations,shared\core\performance.py,module definition,module,medium,backend
shared\core\performance_optimizer.py,function optimize_memory,shared\core\performance.py,module definition,module,medium,backend
shared\core\services\performance_monitor.py,class PerformanceAlert,shared\core\performance_optimizer.py,module definition,module,medium,backend
shared\embeddings\model_cache.py,function clear_cache,shared\core\performance_optimizer.py,module definition,module,medium,backend
shared\core\repository.py,class BaseRepository,shared\core\database\repository.py,module definition,module,medium,backend
shared\models\models.py,class Query,shared\core\repository.py,module definition,module,medium,backend
shared\core\repository.py,function _apply_filters,shared\core\database\repository.py,module definition,module,medium,backend
shared\models\models.py,class UserSession,shared\core\secure_auth.py,module definition,module,medium,backend
shared\core\secure_auth.py,function hash_password,shared\core\auth\password_hasher.py,module definition,module,medium,backend
shared\core\secure_auth.py,function verify_password,shared\core\auth\password_hasher.py,module definition,module,medium,backend
shared\core\sla_budget_enforcer.py,function _load_config,shared\core\services\index_fabric_service.py,module definition,module,medium,backend
shared\core\unified_logging.py,function log_execution_time,shared\core\logging\structured_logger.py,module definition,module,medium,backend
shared\core\unified_logging.py,function debug,shared\core\logging\structured_logger.py,module definition,module,medium,backend
shared\core\unified_logging.py,function info,shared\core\logging\structured_logger.py,module definition,module,medium,backend
shared\core\unified_logging.py,function warning,shared\core\logging\structured_logger.py,module definition,module,medium,backend
shared\core\unified_logging.py,function error,shared\core\logging\structured_logger.py,module definition,module,medium,backend
shared\core\unified_logging.py,function critical,shared\core\logging\structured_logger.py,module definition,module,medium,backend
shared\core\vector_database.py,class KnowledgeGraphResult,shared\core\agents\knowledge_graph_service.py,module definition,module,medium,backend
shared\embeddings\local_embedder.py,function _get_cache_key,shared\core\services\vector_singleton_service.py,module definition,module,medium,backend
shared\vectorstores\fallback_vector_db.py,function _estimate_memory_usage,shared\embeddings\model_cache.py,module definition,module,medium,backend
shared\models\frontend_state.py,function __repr__,shared\models\cache_store.py,module definition,module,medium,backend
shared\models\models.py,function __repr__,shared\models\cache_store.py,module definition,module,medium,backend
shared\models\session_memory.py,function __repr__,shared\models\cache_store.py,module definition,module,medium,backend
shared\models\models.py,function add_result,shared\core\services\retrieval_aggregator.py,module definition,module,medium,backend
shared\vectorstores\vector_store_service.py,class VectorDocument,shared\vectorstores\fallback_vector_db.py,module definition,module,medium,backend
shared\vectorstores\vector_store_service.py,function _cosine_similarity,shared\vectorstores\fallback_vector_db.py,module definition,module,medium,backend
shared\vectorstores\fallback_vector_db.py,function get_stats,shared\core\cache\cache_manager.py,module definition,module,medium,backend
shared\core\services\enhanced_vector_optimizer.py,function get_stats,shared\core\cache\cache_manager.py,module definition,module,medium,backend
shared\core\services\enhanced_vector_optimizer.py,function get_stats,shared\core\cache\cache_manager.py,module definition,module,medium,backend
shared\core\services\citations_service.py,class Claim,shared\core\agents\factcheck_agent.py,module definition,module,medium,backend
shared\core\api\config.py,function model_dump,shared\core\agents\synthesis_agent.py,module definition,module,medium,backend
shared\core\config\central_config.py,function model_dump,shared\core\agents\synthesis_agent.py,module definition,module,medium,backend
shared\core\api\api_responses.py,class QueryResponse,shared\core\api\api_models.py,module definition,module,medium,backend
shared\core\api\api_responses.py,class MetricsResponse,shared\core\api\api_models.py,module definition,module,medium,backend
shared\core\api\unified_models.py,class AuthResponse,shared\core\api\api_models.py,module definition,module,medium,backend
shared\core\utilities\response_utilities.py,function create_error_response,shared\core\api\api_responses.py,module definition,module,medium,backend
shared\core\utilities\response_utilities.py,function create_error_response,shared\core\api\api_responses.py,module definition,module,medium,backend
shared\core\config\central_config.py,class SecureSettings,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function from_string,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function from_string,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function dict,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function _mask_secrets,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function parse_cors_origins,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function fix_redis_url_scheme,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function validate_vector_provider,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function validate_log_level,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function validate_environment,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function parse_features,shared\core\api\config.py,module definition,module,medium,backend
shared\core\config\central_config.py,function get_feature,shared\core\api\config.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class UKPException,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class UKPHTTPException,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class AuthorizationError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class InvalidAPIKeyError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class RateLimitExceededError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class AgentError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class AgentTimeoutError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class AgentProcessingError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class QueryProcessingError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class ResourceNotFoundError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class CacheError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class ExternalServiceError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class SecurityViolationError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class ConfigurationError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,class ExpertReviewError,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,function handle_agent_error,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,function handle_external_service_error,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\api\exceptions_backup.py,function sanitize_error_message,shared\core\api\exceptions.py,module definition,module,medium,backend
shared\core\services\performance_monitor.py,class MetricPoint,shared\core\cache\cache_metrics.py,module definition,module,medium,backend
shared\core\metrics\metrics_service.py,function record_cache_operation,shared\core\cache\cache_metrics.py,module definition,module,medium,backend
shared\core\services\multi_lane_orchestrator.py,class LaneConfig,shared\core\config\provider_config.py,module definition,module,medium,backend
shared\core\services\llm_cost_optimizer.py,function is_provider_available,shared\core\config\provider_config.py,module definition,module,medium,backend
shared\core\services\citations_service.py,class Bibliography,shared\core\services\advanced_citations_service.py,module definition,module,medium,backend
shared\core\services\citations_service.py,function export_citations,shared\core\services\advanced_citations_service.py,module definition,module,medium,backend
shared\core\services\datastores_optimizer.py,function from_environment,shared\core\services\arangodb_service.py,module definition,module,medium,backend
shared\core\services\meilisearch_service.py,function from_environment,shared\core\services\arangodb_service.py,module definition,module,medium,backend
shared\core\services\multi_lane_orchestrator.py,function from_environment,shared\core\services\arangodb_service.py,module definition,module,medium,backend
shared\core\services\vector_singleton_service.py,function from_environment,shared\core\services\arangodb_service.py,module definition,module,medium,backend
shared\core\services\meilisearch_service.py,function get_redacted_config,shared\core\services\arangodb_service.py,module definition,module,medium,backend
shared\core\services\vector_singleton_service.py,function get_redacted_config,shared\core\services\arangodb_service.py,module definition,module,medium,backend
shared\core\services\llm_cost_optimizer.py,function _check_budget_limits,shared\core\services\enhanced_router_service.py,module definition,module,medium,backend
shared\core\services\startup_warmup_service.py,function duration_ms,shared\core\services\multi_lane_orchestrator.py,module definition,module,medium,backend
frontend\src\app\(main)\page.tsx,page /,frontend\src\app\page.tsx,page rendering,page,medium,frontend
frontend\src\components\theme\ThemeProvider.tsx,unused component ThemeProvider,unused,none,component,low,frontend
frontend\src\components\layout\Header.tsx,unused component Header,unused,none,component,low,frontend
frontend\src\components\security\SecurityFooter.tsx,unused component SecurityFooter,unused,none,component,low,frontend
frontend\src\components\analytics\DataNovaDashboard.tsx,unused component DataNovaDashboard,unused,none,component,low,frontend
frontend\src\components\theme\ThemeToggle.tsx,unused component ThemeToggle,unused,none,component,low,frontend
frontend\src\components\search\CitationTooltip.tsx,unused component CitationTooltip,unused,none,component,low,frontend
frontend\src\components\streaming\TokenStream.tsx,unused component TokenStream,unused,none,component,low,frontend
frontend\src\components\ui\FallbackBadge.tsx,unused component FallbackBadge,unused,none,component,low,frontend
frontend\src\components\blog\EruditeBlog.tsx,unused component EruditeBlog,unused,none,component,low,frontend
frontend\src\components\layout\StandardLayout.tsx,unused component StandardLayout,unused,none,component,low,frontend
services\retrieval\free_tier.py,import asyncio,services\retrieval\free_tier.py:16,import statement,import,low,backend
services\retrieval\free_tier.py,import asyncio,services\retrieval\free_tier.py:16,import statement,import,low,backend
services\gateway\main.py,import json,services\gateway\main.py:39,import statement,import,low,backend
services\retrieval\free_tier.py,import json,services\retrieval\free_tier.py:18,import statement,import,low,backend
shared\core\api\config.py,import json,shared\core\api\config.py:30,import statement,import,low,backend
services\gateway\main.py,import time,services\gateway\main.py:37,import statement,import,low,backend
services\gateway\main.py,import time,services\gateway\main.py:37,import statement,import,low,backend
services\gateway\main.py,import time,services\gateway\main.py:37,import statement,import,low,backend
services\gateway\main.py,import time,services\gateway\main.py:37,import statement,import,low,backend
services\gateway\main.py,import time,services\gateway\main.py:37,import statement,import,low,backend
services\gateway\main.py,import time,services\gateway\main.py:37,import statement,import,low,backend
services\gateway\routes.py,import time,services\gateway\routes.py:12,import statement,import,low,backend
services\retrieval\free_tier.py,import time,services\retrieval\free_tier.py:22,import statement,import,low,backend
services\retrieval\orchestrator.py,import time,services\retrieval\orchestrator.py:20,import statement,import,low,backend
shared\core\services\multilanguage_service.py,import time,shared\core\services\multilanguage_service.py:23,import statement,import,low,backend
services\gateway\main.py,import typing,services\gateway\main.py:35,import statement,import,low,backend
services\retrieval\free_tier.py,import typing,services\retrieval\free_tier.py:25,import statement,import,low,backend
services\retrieval\free_tier.py,import logging,services\retrieval\free_tier.py:19,import statement,import,low,backend
services\gateway\main.py,import re,services\gateway\main.py:38,import statement,import,low,backend
services\gateway\real_llm_integration.py,import re,services\gateway\real_llm_integration.py:29,import statement,import,low,backend
services\retrieval\free_tier.py,import re,services\retrieval\free_tier.py:21,import statement,import,low,backend
services\security\security_middleware.py,import re,services\security\security_middleware.py:186,import statement,import,low,backend
services\synthesis\main.py,import re,services\synthesis\main.py:3,import statement,import,low,backend
shared\core\error_handler.py,import re,shared\core\error_handler.py:330,import statement,import,low,backend
shared\core\error_handler.py,import re,shared\core\error_handler.py:330,import statement,import,low,backend
shared\models\models.py,import re,shared\models\models.py:513,import statement,import,low,backend
shared\core\agents\citation_agent.py,import re,shared\core\agents\citation_agent.py:9,import statement,import,low,backend
services\retrieval\free_tier.py,import hashlib,services\retrieval\free_tier.py:17,import statement,import,low,backend
shared\embeddings\local_embedder.py,import hashlib,shared\embeddings\local_embedder.py:4,import statement,import,low,backend
services\retrieval\free_tier.py,import datetime,services\retrieval\free_tier.py:24,import statement,import,low,backend
services\analytics\metrics.py,import os,services\analytics\metrics.py:6,import statement,import,low,backend
services\gateway\cache_manager.py,import os,services\gateway\cache_manager.py:20,import statement,import,low,backend
services\retrieval\free_tier.py,import os,services\retrieval\free_tier.py:20,import statement,import,low,backend
services\retrieval\orchestrator.py,import os,services\retrieval\orchestrator.py:123,import statement,import,low,backend
services\retrieval\orchestrator.py,import os,services\retrieval\orchestrator.py:123,import statement,import,low,backend
services\retrieval\orchestrator.py,import os,services\retrieval\orchestrator.py:123,import statement,import,low,backend
services\gateway\main.py,import fastapi.responses,services\gateway\main.py:33,import statement,import,low,backend
services\gateway\main.py,import fastapi.responses,services\gateway\main.py:33,import statement,import,low,backend
services\gateway\main.py,import fastapi.responses,services\gateway\main.py:33,import statement,import,low,backend
services\analytics\integration_monitor.py,import dotenv,services\analytics\integration_monitor.py:28,import statement,import,low,backend
services\retrieval\free_tier.py,import dataclasses,services\retrieval\free_tier.py:27,import statement,import,low,backend
services\retrieval\free_tier.py,import enum,services\retrieval\free_tier.py:28,import statement,import,low,backend
services\gateway\main.py,import pydantic,services\gateway\main.py:34,import statement,import,low,backend
shared\core\database.py,import sqlalchemy.ext.asyncio,shared\core\database.py:17,import statement,import,low,backend
shared\core\database.py,import sqlalchemy,shared\core\database.py:21,import statement,import,low,backend
services\auto_upgrade\main.py,import prometheus_client,services\auto_upgrade\main.py:22,import statement,import,low,backend
services\cicd\main.py,import prometheus_client,services\cicd\main.py:26,import statement,import,low,backend
services\feeds\main.py,import prometheus_client,services\feeds\main.py:26,import statement,import,low,backend
services\guided_prompt\main.py,import prometheus_client,services\guided_prompt\main.py:27,import statement,import,low,backend
services\model_registry\main.py,import prometheus_client,services\model_registry\main.py:23,import statement,import,low,backend
services\model_router\main.py,import prometheus_client,services\model_router\main.py:22,import statement,import,low,backend
services\observability\main.py,import prometheus_client,services\observability\main.py:27,import statement,import,low,backend
services\observability\main.py,import prometheus_client,services\observability\main.py:27,import statement,import,low,backend
services\retrieval\main.py,import prometheus_client,services\retrieval\main.py:27,import statement,import,low,backend
services\security\main.py,import prometheus_client,services\security\main.py:27,import statement,import,low,backend
shared\core\app_factory.py,import prometheus_client,shared\core\app_factory.py:37,import statement,import,low,backend
shared\core\api\monitoring.py,import prometheus_client,shared\core\api\monitoring.py:36,import statement,import,low,backend
services\analytics\health_checks.py,import aiohttp,services\analytics\health_checks.py:17,import statement,import,low,backend
services\analytics\integration_monitor.py,import aiohttp,services\analytics\integration_monitor.py:203,import statement,import,low,backend
services\analytics\integration_monitor.py,import aiohttp,services\analytics\integration_monitor.py:203,import statement,import,low,backend
services\retrieval\free_tier.py,import aiohttp,services\retrieval\free_tier.py:30,import statement,import,low,backend
shared\core\connection_pool.py,import aiohttp,shared\core\connection_pool.py:24,import statement,import,low,backend
shared\core\health_checker.py,import shared.core.config.central_config,shared\core\health_checker.py:147,import statement,import,low,backend
shared\core\health_checker.py,import shared.core.config.central_config,shared\core\health_checker.py:147,import statement,import,low,backend
shared\core\vector_database.py,import pinecone,shared\core\vector_database.py:23,import statement,import,low,backend
shared\core\vector_database.py,import pinecone,shared\core\vector_database.py:23,import statement,import,low,backend
services\monitoring\health.py,import psutil,services\monitoring\health.py:236,import statement,import,low,backend
shared\core\metrics_tracer.py,import psutil,shared\core\metrics_tracer.py:208,import statement,import,low,backend
shared\core\metrics_tracer.py,import psutil,shared\core\metrics_tracer.py:208,import statement,import,low,backend
services\gateway\gateway_app.py,import contextlib,services\gateway\gateway_app.py:23,import statement,import,low,backend
services\gateway\main.py,import contextlib,services\gateway\main.py:248,import statement,import,low,backend
services\cicd\main.py,import opentelemetry,services\cicd\main.py:813,import statement,import,low,backend
services\crud\main.py,import opentelemetry,services\crud\main.py:614,import statement,import,low,backend
services\gateway\main.py,import opentelemetry,services\gateway\main.py:3358,import statement,import,low,backend
services\knowledge_graph\main.py,import opentelemetry,services\knowledge_graph\main.py:185,import statement,import,low,backend
services\model_registry\main.py,import opentelemetry,services\model_registry\main.py:990,import statement,import,low,backend
services\security\main.py,import opentelemetry,services\security\main.py:753,import statement,import,low,backend
services\retrieval\free_tier.py,import uuid,services\retrieval\free_tier.py:23,import statement,import,low,backend
services\feeds\main.py,import shared.core.config.provider_config,services\feeds\main.py:30,import statement,import,low,backend
services\gateway\main.py,import services.gateway.streaming_manager,services\gateway\main.py:218,import statement,import,low,backend
